guy,total,name,county,firstName,lastName,place
Robert Constable military steward of all manors lands and tenants in Estr',480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Robert,Constable,Estr
William Constable military steward in Hold'nes,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",William,Constable,Hold
Rad'o Pulleyn in Knaresburgh,320.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Rad'o,Pulleyn,Knaresburgh
John Lacye,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",John,Lacye,
Thomas Gergh in Estr',560.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Thomas,Gergh,Estr
Humphrey Channer bailiff of Bridlington,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Humphrey,Channer,Bridlington
Thomas Pulley bailiff of Burton Flemmyng,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Thomas,Pulley,Burton
George Burton bailiff of Wilerdbye,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",George,Burton,Wilerdbye
Jacob Bladis receiver of all firms in Swadell,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Jacob,Bladis,Swadell
John Cowton,720.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",John,Cowton,
Anthony Metcalf bailiff of Grenton,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Anthony,Metcalf,Grenton
Henry count of Northumbria,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Henry,count,Northumbria
Cornell ___ bailiff of the monastery,720.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Cornell,___,
Christopher ___ bailiff of Barkston,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Christopher,___,Barkston
Henry auditor of the monastery,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Henry,auditor,
Marmaduke Constable military steward of aforesaid lands,320.0,Ellerton Priory,"YORKSHIRE, EAST RIDING",Marmaduke,Constable,
William Lorance bailiff of Ellerton,480.0,Ellerton Priory,"YORKSHIRE, EAST RIDING",William,Lorance,Ellerton
Henry count of Cumberland,480.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Henry,count,Cumberland
Robert Wilberforce steward of the court,160.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Robert,Wilberforce,
Richard Hardy bailiff,480.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Richard,Hardy,
John Byron military steward at Kersall,240.0,Lenton Priory,NOTTINGHAMSHIRE,John,Byron,Kersall
Richard Pawe bailiff there,640.0,Lenton Priory,NOTTINGHAMSHIRE,Richard,Pawe,
Nicholas Querneley steward of the court at Radford and steward of Newthorp and Codgrave,640.0,Lenton Priory,NOTTINGHAMSHIRE,Nicholas,Querneley,Radford
John Barker bailiff of Newthorp and Whatnawe,160.0,Lenton Priory,NOTTINGHAMSHIRE,John,Barker,Newthorp
John Trowell bailiff in Codgrave,160.0,Lenton Priory,NOTTINGHAMSHIRE,John,Trowell,Codgrave
John Humfrey bailiff of Broughton,160.0,Lenton Priory,NOTTINGHAMSHIRE,John,Humfrey,Broughton
Richard Blaknall bailiff of said priory in High Peak in the aforesaid county,584.0,Lenton Priory,NOTTINGHAMSHIRE,Richard,Blaknall,High
Bailiff of Glossopdale,160.0,Lenton Priory,NOTTINGHAMSHIRE,Bailiff,of,Glossopdale
Henry Maxe bailiff of Courteenhall,480.0,Lenton Priory,NOTTINGHAMSHIRE,Henry,Maxe,Courteenhall
John Wylloughby military steward of the priory,480.0,Lenton Priory,NOTTINGHAMSHIRE,John,Wylloughby,
Roland Colyngewod general receiver of the priory,320.0,Lenton Priory,NOTTINGHAMSHIRE,Roland,Colyngewod,
Henry Statham auditor of the priory,240.0,Lenton Priory,NOTTINGHAMSHIRE,Henry,Statham,
John Byron military steward at the priory,720.0,Thurgarton Priory,NOTTINGHAMSHIRE,John,Byron,
Dionysus Butyard bailiff of Thurgarton and Hoveringham,320.0,Thurgarton Priory,NOTTINGHAMSHIRE,Dionysus,Butyard,Thurgarton
George Monoux,96.0,Thurgarton Priory,NOTTINGHAMSHIRE,George,Monoux,
St Peter Fee York,12.0,Thurgarton Priory,NOTTINGHAMSHIRE,St,Peter,
Baron of Blankeney,40.0,Thurgarton Priory,NOTTINGHAMSHIRE,Baron,of,Blankeney
Radulph Langford,40.0,Thurgarton Priory,NOTTINGHAMSHIRE,Radulph,Langford,
John Bushye,10.0,Thurgarton Priory,NOTTINGHAMSHIRE,John,Bushye,
Robert Hensli military (cap'li?) steware of the monastery in the county of Lincoln,240.0,Thurgarton Priory,NOTTINGHAMSHIRE,Robert,Hensli,Lincoln
Richard Odingsells general auditor there,480.0,Thurgarton Priory,NOTTINGHAMSHIRE,Richard,Odingsells,
John Dythek general receiver there,1200.0,Thurgarton Priory,NOTTINGHAMSHIRE,John,Dythek,
Richard Palm' bailiff of Fyskerton and Morton,240.0,Thurgarton Priory,NOTTINGHAMSHIRE,Richard,Palm',Fyskerton
Joihn Coke bailiff of said priory in Lincoln,240.0,Thurgarton Priory,NOTTINGHAMSHIRE,Joihn,Coke,Lincoln
____ Mosseforthe bailiff of the priory in Derbyshire and in Beverley,240.0,Thurgarton Priory,NOTTINGHAMSHIRE,____,Mosseforthe,Derbyshire
Bailiff of the duke of Lancaster,80.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Bailiff,of,Lancaster
Bailiff of the lord king in Bassetlowe hundred,80.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Bailiff,of,Bassetlowe
Count of Rutland steward of the priory,240.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Count,of,Rutland
Richard Richardson (courtier?) of the said priory near Walkryngham,320.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Richard,Richardson,
Hugh Thornell bailiff of Walkyngham,400.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Hugh,Thornell,Walkyngham
Richard Barray steward of the court of the said priory in Derbyshire,240.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Richard,Barray,Derbyshire
Benedict Cuke auditor there,240.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Benedict,Cuke,
William Blake receiver,240.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,William,Blake,
John Wodhouse bailiff of the king of Papilwike,120.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,John,Wodhouse,Papilwike
Roger Habryngham bailiff of Colver in Alto Pecco,160.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Roger,Habryngham,Colver
Robert Blake bailiff of Hucknall Torkett,240.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,Robert,Blake,Hucknall
William Renyson bailiff of Skareclyff,160.0,"Newstead Priory, Nottinghamshire",NOTTINGHAMSHIRE,William,Renyson,Skareclyff
Henry Colley bailiff there,80.0,Felley Priory,NOTTINGHAMSHIRE,Henry,Colley,
Thomas Ludlam bailiff there,120.0,Felley Priory,NOTTINGHAMSHIRE,Thomas,Ludlam,
Thomas Longford steward of the court,80.0,Felley Priory,NOTTINGHAMSHIRE,Thomas,Longford,
Thomas Bykerstaff bailiff of the priory in Nottinghamshire,200.0,Felley Priory,NOTTINGHAMSHIRE,Thomas,Bykerstaff,Nottinghamshire
John Wylloughby military steward of the priory,160.0,Beauvale Charterhouse,NOTTINGHAMSHIRE,John,Wylloughby,
John Garnon bailiff of Selston,720.0,Beauvale Charterhouse,NOTTINGHAMSHIRE,John,Garnon,Selston
William Blake bailiff of Newthorpe,320.0,Beauvale Charterhouse,NOTTINGHAMSHIRE,William,Blake,Newthorpe
Henry Haynesworthe auditor there,240.0,Beauvale Charterhouse,NOTTINGHAMSHIRE,Henry,Haynesworthe,
Henry Norres advocate of said priory,84.0,Shelford Priory,NOTTINGHAMSHIRE,Henry,Norres,
Edmund Ashefeld chief steward of the priory,320.0,Shelford Priory,NOTTINGHAMSHIRE,Edmund,Ashefeld,
Ade de Langeley auditor of the priory,80.0,Shelford Priory,NOTTINGHAMSHIRE,Ade,de,
Bartholomew Smalley receiver there,320.0,Shelford Priory,NOTTINGHAMSHIRE,Bartholomew,Smalley,
Lord earl of Shrewsbury head steward of said monastery,720.0,Welbeck Abbey,NOTTINGHAMSHIRE,Lord,earl,Shrewsbury
Adam Longley auditor,480.0,Welbeck Abbey,NOTTINGHAMSHIRE,Adam,Longley,
Thomas Taveram bailiff of Cuckney,600.0,Welbeck Abbey,NOTTINGHAMSHIRE,Thomas,Taveram,Cuckney
Lawrence Maxe bailiff of Dugmanton,480.0,Welbeck Abbey,NOTTINGHAMSHIRE,Lawrence,Maxe,Dugmanton
Edmund Max bailiff of Newbold,160.0,Welbeck Abbey,NOTTINGHAMSHIRE,Edmund,Max,Newbold
George Doddesworthe bailiff of Rufford,640.0,Rufford Abbey,NOTTINGHAMSHIRE,George,Doddesworthe,Rufford
John Markham military steward there,240.0,Rufford Abbey,NOTTINGHAMSHIRE,John,Markham,
Laurence Wyse bailiff there,160.0,Rufford Abbey,NOTTINGHAMSHIRE,Laurence,Wyse,
John Sutton bailiff there,240.0,Rufford Abbey,NOTTINGHAMSHIRE,John,Sutton,
John Stevenson bailiff of said abbey in all aforesaid villages in Derbyshire,160.0,Rufford Abbey,NOTTINGHAMSHIRE,John,Stevenson,Derbyshire
George count of Shropshire steward there,1200.0,Rufford Abbey,NOTTINGHAMSHIRE,George,count,Shropshire
William Wynter bailiff there,960.0,Rufford Abbey,NOTTINGHAMSHIRE,William,Wynter,
Edmund Ashefeld chief steward of the priory,480.0,Rufford Abbey,NOTTINGHAMSHIRE,Edmund,Ashefeld,
William Clerkson auditor there,280.0,Rufford Abbey,NOTTINGHAMSHIRE,William,Clerkson,
Francis Talbot head steward of the priory,,Worksop Priory,NOTTINGHAMSHIRE,Francis,Talbot,
John Markeham steward of Willoughby Wysawe and Car Colston,,Worksop Priory,NOTTINGHAMSHIRE,John,Markeham,Willoughby
"John Taylor receiver of Nottinghamshire, Lincolnshire, Derbyshire",,Worksop Priory,NOTTINGHAMSHIRE,John,Taylor,Nottinghamshire
William Bulloyse bailiff of the rents in Yorkshire,,Worksop Priory,NOTTINGHAMSHIRE,William,Bulloyse,Yorkshire
Thomas Burgh't head steward for Blyth,480.0,Blyth Priory,NOTTINGHAMSHIRE,Thomas,Burgh't,
John Byron knight steward of Elton,240.0,Blyth Priory,NOTTINGHAMSHIRE,John,Byron,Elton
Bailiff of Blythe,240.0,Blyth Priory,NOTTINGHAMSHIRE,Bailiff,of,Blythe
Bailiff of Elton,160.0,Blyth Priory,NOTTINGHAMSHIRE,Bailiff,of,Elton
Gervase Clyfton steward of the priory,120.0,Mattersey Priory,NOTTINGHAMSHIRE,Gervase,Clyfton,
Receiver of farm there,320.0,Broadholme Priory,NOTTINGHAMSHIRE,Receiver,of,
Otuelo Wurseley auditor of the said monastery,800.0,St Werburgh's Abbey,CHESHIRE,Otuelo,Wurseley,
Count of Derbyshire,960.0,St Werburgh's Abbey,CHESHIRE,Count,of,Derbyshire
Steward of the monastery,480.0,St Werburgh's Abbey,CHESHIRE,Steward,of,
Count of Shropshire,480.0,St Werburgh's Abbey,CHESHIRE,Count,of,Shropshire
John Mathews bailiff of Barneshawe,480.0,St Werburgh's Abbey,CHESHIRE,John,Mathews,Barneshawe
Richard Spens bailiff of Boghton,640.0,St Werburgh's Abbey,CHESHIRE,Richard,Spens,Boghton
Christopher Wermyncham bailiff of Ince,480.0,St Werburgh's Abbey,CHESHIRE,Christopher,Wermyncham,Ince
John Brascy bailiff of Tylfton,240.0,St Werburgh's Abbey,CHESHIRE,John,Brascy,Tylfton
William Lawton bailiff of Lawton,240.0,St Werburgh's Abbey,CHESHIRE,William,Lawton,Lawton
Robert Bird bailiff of Irreby,240.0,St Werburgh's Abbey,CHESHIRE,Robert,Bird,Irreby
Ad' ap Ric' bailiff of Brumbrugh,320.0,St Werburgh's Abbey,CHESHIRE,Ad',ap,Brumbrugh
"The same, bailiff of Sutton",320.0,St Werburgh's Abbey,CHESHIRE,The,"same,",Sutton
Robert Hassall bailiff of Huntynton,320.0,St Werburgh's Abbey,CHESHIRE,Robert,Hassall,Huntynton
Richard Abraham bailiff of Neston,320.0,St Werburgh's Abbey,CHESHIRE,Richard,Abraham,Neston
Richard Spens bailiff of Chester,640.0,St Werburgh's Abbey,CHESHIRE,Richard,Spens,Chester
Robert Hall bailiff of Weston,480.0,St Werburgh's Abbey,CHESHIRE,Robert,Hall,Weston
Count of Derbyshire,321.0,Priory of St Mary's,CHESHIRE,Count,of,Derbyshire
John Clayford bailiff of Waverton,240.0,Priory of St Mary's,CHESHIRE,John,Clayford,Waverton
William Rylond bailiff of Salghou,80.0,Priory of St Mary's,CHESHIRE,William,Rylond,Salghou
Rad'o Case bailiff of Chester,320.0,Priory of St Mary's,CHESHIRE,Rad'o,Case,Chester
Richard Leftwite auditor,240.0,Priory of St Mary's,CHESHIRE,Richard,Leftwite,
Richard Leftwiche auditor,480.0,Vale Royal Abbey,CHESHIRE,Richard,Leftwiche,
Count of Shropshire,960.0,Vale Royal Abbey,CHESHIRE,Count,of,Shropshire
Peter Somn' bailiff of Weverham,480.0,Vale Royal Abbey,CHESHIRE,Peter,Somn',Weverham
Robery Mayngwaryng bailiff of Ov'e,288.0,Vale Royal Abbey,CHESHIRE,Robery,Mayngwaryng,Ov
Ranu' Brereton bailiff of Chester,160.0,Vale Royal Abbey,CHESHIRE,Ranu',Brereton,Chester
John Johnson bailiff of Froddessham,480.0,Vale Royal Abbey,CHESHIRE,John,Johnson,Froddessham
William Brereton military steward of the monastery,720.0,Norton Priory,CHESHIRE,William,Brereton,
Thomas Grymeswiche auditor,480.0,Norton Priory,CHESHIRE,Thomas,Grymeswiche,
Steward of the court,480.0,Norton Priory,CHESHIRE,Steward,of,
John Jannyn bailiff of some lands of the monastery,800.0,Norton Priory,CHESHIRE,John,Jannyn,
John Birked receiver there,800.0,Norton Priory,CHESHIRE,John,Birked,
William Malbon bailiff of lands of the monastery,480.0,Norton Priory,CHESHIRE,William,Malbon,
John Smethurst bailiff of the monastery,480.0,Norton Priory,CHESHIRE,John,Smethurst,
Thomas Davy bailiff of Pirton,480.0,Norton Priory,CHESHIRE,Thomas,Davy,Pirton
John Parson bailiff of Donyngton,240.0,Norton Priory,CHESHIRE,John,Parson,Donyngton
William Williamson bailiff of Burton,120.0,Norton Priory,CHESHIRE,William,Williamson,Burton
William Wright bailiff of Aston,80.0,Norton Priory,CHESHIRE,William,Wright,Aston
William bailiff there,320.0,Norton Priory,CHESHIRE,William,bailiff,
Ralph Pole steward of the priory,480.0,Birkenhead Priory,CHESHIRE,Ralph,Pole,
Christopher Hogh receiver of rent for these places?,480.0,Birkenhead Priory,CHESHIRE,Christopher,Hogh,
William Saunder bailiff of Bowden,240.0,Birkenhead Priory,CHESHIRE,William,Saunder,Bowden
John Taffy bailiff of Walize,120.0,Birkenhead Priory,CHESHIRE,John,Taffy,Walize
William Hare bailiff of Claghton and Moreton,480.0,Birkenhead Priory,CHESHIRE,William,Hare,Claghton
Nicholas Bolton bailiff for land in Lancashire,160.0,Birkenhead Priory,CHESHIRE,Nicholas,Bolton,Lancashire
Count of Shropshire steward of the monastery,960.0,Combermere Abbey,CHESHIRE,Count,of,Shropshire
William Clayton auditor,960.0,Combermere Abbey,CHESHIRE,William,Clayton,
Robert Manley bailiff of Wilkesley,480.0,Combermere Abbey,CHESHIRE,Robert,Manley,Wilkesley
Thomas Bayle bailiff of Drayton,320.0,Combermere Abbey,CHESHIRE,Thomas,Bayle,Drayton
Robert Bagenhall bailiff Wici Malb'i,400.0,Combermere Abbey,CHESHIRE,Robert,Bagenhall,
Thomas Smythe bailiff of Alstonfyle and Newton,160.0,Combermere Abbey,CHESHIRE,Thomas,Smythe,Alstonfyle
William Cheydok bailiff of Childwall,480.0,Upholland Priory,LANCASHIRE,William,Cheydok,Childwall
Arnulph Lathum bailiff of Markeland in Garston,160.0,Upholland Priory,LANCASHIRE,Arnulph,Lathum,Markeland
Jacob Stanley military steward of the monastery,1200.0,Burscough Priory,LANCASHIRE,Jacob,Stanley,
Richard Morecroft bailiff of Ormyskyrke,320.0,Burscough Priory,LANCASHIRE,Richard,Morecroft,Ormyskyrke
Robert Suche bailiff of Burscogh and Merton,480.0,Burscough Priory,LANCASHIRE,Robert,Suche,Burscogh
Henry Stokeley bailiff of Hyton,320.0,Burscough Priory,LANCASHIRE,Henry,Stokeley,Hyton
Edward Stanley count of Derbyshire,1280.0,Whalley Abbey,LANCASHIRE,Edward,Stanley,Derbyshire
Alexander Nowell and Richard Cromboke understewards of the monastery,1200.0,Whalley Abbey,LANCASHIRE,Alexander,Nowell,
Laurence Forest receiver of Whalley rectory,1520.0,Whalley Abbey,LANCASHIRE,Laurence,Forest,Whalley
Ralph Lynney receiver of Blakebourne,1200.0,Whalley Abbey,LANCASHIRE,Ralph,Lynney,Blakebourne
Robery Parrysshe receiver of rectory of Eccles,960.0,Whalley Abbey,LANCASHIRE,Robery,Parrysshe,Eccles
William Heydok receiver of Rachedale rectory,800.0,Whalley Abbey,LANCASHIRE,William,Heydok,Rachedale
Lionel Fulle receiver of lord of Croynton Garston and Akeberth,640.0,Whalley Abbey,LANCASHIRE,Lionel,Fulle,Croynton
William Whithowe bailiff of Stanney,240.0,Whalley Abbey,LANCASHIRE,William,Whithowe,Stanney
Henry Dunbabyn bailiff of Acton,240.0,Whalley Abbey,LANCASHIRE,Henry,Dunbabyn,Acton
Christopher Smyth bailirr of Aston,240.0,Whalley Abbey,LANCASHIRE,Christopher,Smyth,Aston
Robert Fulle bailiff of Byllyngton,480.0,Whalley Abbey,LANCASHIRE,Robert,Fulle,Byllyngton
Otonis Hollond bailiff of Maunton and of Swynton,480.0,Whalley Abbey,LANCASHIRE,Otonis,Hollond,Maunton
Robert Borman bailiff of Wolden,240.0,Whalley Abbey,LANCASHIRE,Robert,Borman,Wolden
Jacob Gartfide bailiff of M'land Castleton and Spotlande,720.0,Whalley Abbey,LANCASHIRE,Jacob,Gartfide,
Ralph Holland bailiff of Whytworthe,120.0,Whalley Abbey,LANCASHIRE,Ralph,Holland,Whytworthe
John Crombroke bailiff of Roclyff and Brendwood per year,240.0,Whalley Abbey,LANCASHIRE,John,Crombroke,Roclyff
Egidius Parkar bailiff of Clyderowe,480.0,Whalley Abbey,LANCASHIRE,Egidius,Parkar,Clyderowe
Ralph Morton bailiff of Stanyngs,480.0,Whalley Abbey,LANCASHIRE,Ralph,Morton,Stanyngs
Edward count of Derbyshire,800.0,Penwortham Priory,LANCASHIRE,Edward,count,Derbyshire
Ralph Coke bailiff of Penwortham,720.0,Penwortham Priory,LANCASHIRE,Ralph,Coke,Penwortham
John Gryme bailiff of Leylonde,720.0,Penwortham Priory,LANCASHIRE,John,Gryme,Leylonde
Henry Gaston steward of Richmondshire,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Henry,Gaston,Richmondshire
Jacob Rokebi steward of the court,160.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Rokebi,
Richard Foster bailiff of Barton,160.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Richard,Foster,Barton
Galfridi Middleton steward of Garsedale,480.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Galfridi,Middleton,Garsedale
Thomas Atkynson bailiff of Garsedale,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Atkynson,Garsedale
Richard Hudson bailiff of Thorpe,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Richard,Hudson,Thorpe
William Bampton bailiff of Huddeswell,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",William,Bampton,Huddeswell
George Warcop bailiff of Manfeld,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",George,Warcop,Manfeld
Robert Bellamy bailiff of Stapleton,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Robert,Bellamy,Stapleton
Jacob Grysewhait bailiff of Skeithby,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Grysewhait,Skeithby
Thomas Bolleron bailiff of Brompton,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Bolleron,Brompton
John Wayt bailiff of aforesaid abbey,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",John,Wayt,
Lord Dacre steward of the abbey,480.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",Lord,Dacre,
Ambrose Middelton steward of the court,240.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",Ambrose,Middelton,
William Shipertt bailiff and receiver of Kylvyngton and Stratford,240.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",William,Shipertt,Kylvyngton
Lord conyers,880.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Lord,conyers,
Jacob Metcalffe steward in Wensla'dall,640.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Metcalffe,Wensla
Richard Norton steward of Horton,360.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Richard,Norton,Horton
Richard Bolde steward of Knerdley,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Richard,Bolde,Knerdley
William Catherd steward of Est Witton,1280.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Catherd,Est
Matthew Twaith bailiff of the monastery,560.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Matthew,Twaith,
John Metcalffe bailiff of Wenseladalle,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",John,Metcalffe,Wenseladalle
Simon Jacson bailiff of Knerdley,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Simon,Jacson,Knerdley
Leonard Tailior bailiff of Horton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Leonard,Tailior,Horton
William Hawe bailiff of Fyngall,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Hawe,Fyngall
Henry Askewth receiver and bailiff of Newsted,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Henry,Askewth,Newsted
Peter Messe bailiff of Dalton Ellyngton and Ellingstrings,160.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Peter,Messe,Dalton
Jacob Nelson bailiff of Som'cotts and Boston,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Nelson,Som
Jacob Dent bailiff of Tunstall and Riswick,160.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Dent,Tunstall
William Barker bailiff of the barony of Est Witton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Barker,Est
Jacob Twayth receiver of Aykcarth,560.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Twayth,Aykcarth
Roger Mangy receiver of Aynderby,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Roger,Mangy,Aynderby
John Dixson receiver of West Witton,120.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",John,Dixson,West
Jacob Dente receiver of church of Est Whitton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Dente,Est
Christopher Conyers,960.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Christopher,Conyers,
Thomas Wray steward of the court,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Wray,
Goodfride Metkalfe bailiff of Coverham,240.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Goodfride,Metkalfe,Coverham
Robery Kay bailiff of Thexton,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Robery,Kay,Thexton
John Curdake bailiff of Menythorppe,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",John,Curdake,Menythorppe
Ralph Symonson bailiff of Crakehall,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Ralph,Symonson,Crakehall
Edward Lofthouse bailiff of Swynsyde,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Edward,Lofthouse,Swynsyde
John Tysen bailiff of Caudberght,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",John,Tysen,Caudberght
Lord Darcy,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Lord,Darcy,
Ralph Pulleyn steward of the court,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Ralph,Pulleyn,
Thomas Bradfurth receiver,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Bradfurth,
John Melsynby auditor,1600.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Melsynby,
Sheriff of York,360.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Sheriff,of,York
Abr'ie Combland bailiff of Slemyngfurth and Galhay,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Abr'ie,Combland,Slemyngfurth
Richard Banester bailiff of Craven,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Banester,Craven
Marmaduke Bayn bailiff of Nederdalle,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Bayn,Nederdalle
Ralph Lealome bailiff of Stanburn,400.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Ralph,Lealome,Stanburn
Thomas Kylnesey,368.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Kylnesey,
William Haxby bailiff of Wheldrake,400.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",William,Haxby,Wheldrake
Richard Haxby bailiff of Hartwith,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Haxby,Hartwith
Marmaduke Abbott bailiff of Granteley and Dalaghy,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Abbott,Granteley
John Wrok bailiff of the monastery,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Wrok,
Richard Bekweth bailiff of Aldburgh,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Bekweth,Aldburgh
Thomas Smythson receiver of Couton and Greynbury,120.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Smythson,Couton
Peter Man' receiver of lord of Thorponderwod,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Peter,Man',Thorponderwod
John Bowell receiver of Wheldrak,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Bowell,Wheldrak
John Danke steward of the court in Craven,160.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Danke,Craven
Richard Hobson bailiff of Knapton,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Hobson,Knapton
John Wilson bailiff of Marton,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Wilson,Marton
Simon Waytt bailiff of Balderby,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Simon,Waytt,Balderby
Anthony Huckerby receiver in Ripon,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Anthony,Huckerby,Ripon
John Fowler bailiff of Righto',240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Fowler,Righto
Chrisopher Bekwath receiver of rent and farms in Seweton and other villages attached,120.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Chrisopher,Bekwath,Seweton
Gavin Ratclyff receiver of farms in Croswaitt and Borowdayll,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Gavin,Ratclyff,Ratclyff
Marmaduke Yowdayll bailiff there,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Yowdayll,
Christopher Stranger steward of the court there,160.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Christopher,Stranger,
